time,x_rms,x_freq_0,x_mag_0,x_freq_1,x_mag_1,x_freq_2,x_mag_2,y_rms,y_freq_0,y_mag_0,y_freq_1,y_mag_1,y_freq_2,y_mag_2,z_rms,z_freq_0,z_mag_0,z_freq_1,z_mag_1,z_freq_2,z_mag_2 
200459,253.9089,0.7812,2225.8655,5.4688,1539.9856,1.5625,1398.6093,531.2596,0.7812,7052.3608,1.5625,4041.7971,3.1250,1845.0764,1571.1906,0.7812,24531.8711,3.9062,2511.7817,1.5625,2440.3257
201734,206.0367,1.5625,1382.3032,2.3438,1282.5471,6.2500,1047.8604,550.9176,0.7812,7111.0527,1.5625,3717.5923,3.1250,2689.0852,1697.4355,0.7812,25857.0215,2.3438,4447.0054,1.5625,4086.2922
203010,249.1565,0.7812,2337.8279,2.3438,1499.5898,3.1250,1443.7069,613.7700,0.7812,8212.0117,1.5625,3388.8386,2.3438,3126.7563,1851.6090,0.7812,28907.0430,1.5625,4934.9629,3.9062,2454.7119
204284,256.1152,0.7812,2609.5803,2.3438,1599.8180,5.4688,1368.8500,521.6804,0.7812,6323.8647,1.5625,3531.3704,2.3438,3415.2859,1804.0754,0.7812,28009.0723,1.5625,5640.4629,2.3438,2239.5801
205560,214.1884,0.7812,2428.1414,5.4688,1008.4316,10.1562,993.5004,467.7029,0.7812,5165.9575,1.5625,4395.0928,2.3438,2409.8542,1606.6698,0.7812,23973.1719,1.5625,7293.0181,3.1250,3212.2446
206837,266.7670,0.7812,2856.0066,6.2500,1406.5005,7.0312,1254.9160,535.2494,0.7812,6119.4766,1.5625,5037.2114,2.3438,2476.8225,1696.1903,0.7812,26112.6094,1.5625,6294.4292,7.0312,1589.8132
208062,247.7423,0.7812,3096.0291,3.1250,1325.1295,4.6875,951.2647,569.0574,1.5625,6209.3608,0.7812,5734.8184,2.3438,2354.0122,1731.2448,0.7812,26977.9102,1.5625,4301.7544,2.3438,2969.4514
209337,223.9056,0.7812,2657.9878,5.4688,1158.0850,6.2500,1034.1361,476.9926,0.7812,5680.4185,1.5625,4865.7017,2.3438,1099.7828,1607.0504,0.7812,24854.2285,1.5625,5526.5083,2.3438,1290.3374
210613,242.8681,0.7812,2342.9636,1.5625,1405.5182,7.8125,1129.3176,396.8536,0.7812,5206.3457,1.5625,3182.3206,3.1250,990.3513,1410.3527,0.7812,21140.1152,1.5625,6232.3169,2.3438,3988.8984
211889,111.4706,0.7812,859.9084,1.5625,625.2099,4.6875,387.1923,93.5386,7.0312,311.3733,7.8125,302.9822,4.6875,270.9897,455.8740,7.8125,1931.1162,8.5938,1927.1757,7.0312,1847.8494
213164,14.0490,0.7812,113.8276,1.5625,66.9908,10.1562,44.4959,9.2926,0.7812,41.7762,7.0312,29.0572,1.5625,27.2320,11.9588,137.5000,36.1982,125.7812,33.6315,117.9688,33.5532
214438,9.8835,22.6562,44.9382,0.7812,43.7725,8.5938,42.7945,9.1528,6.2500,34.7155,7.8125,26.6606,8.5938,25.8888,11.7287,14.8438,34.8597,138.2812,31.7160,140.6250,31.6044
215666,7.4294,10.1562,44.4513,9.3750,31.3362,10.9375,29.2388,7.7104,29.6875,22.1130,7.0312,19.2134,17.9688,18.2660,10.4124,122.6562,34.5485,26.5625,33.1021,153.9062,29.9794
216942,6.9637,10.1562,28.5494,10.9375,24.5368,13.2812,22.6499,7.4362,9.3750,24.1277,7.0312,21.9566,155.4688,20.4849,10.1337,7.8125,35.6355,146.0938,30.5831,138.2812,29.3471
218217,8.5929,11.7188,50.6926,10.1562,34.5038,9.3750,28.9579,7.7719,9.3750,28.2400,146.0938,24.4320,166.4062,21.4301,10.9626,11.7188,40.7836,121.8750,31.8144,146.0938,29.4422
219493,6.7776,21.8750,25.8276,9.3750,23.4434,18.7500,23.2587,7.1036,10.1562,22.9027,8.5938,20.0150,69.5312,19.2144,10.2051,122.6562,28.7164,130.4688,28.5626,123.4375,27.4743
220769,7.8952,12.5000,51.9992,0.7812,35.4214,10.1562,27.3793,7.6990,7.8125,33.2763,7.0312,23.1384,12.5000,21.6529,10.3464,146.0938,40.2103,46.0938,32.1530,141.4062,31.7239
221995,278.9060,0.7812,3310.2720,1.5625,2268.1350,3.1250,1441.9771,426.1641,0.7812,4920.6592,1.5625,4413.0361,2.3438,1257.5656,1365.5559,0.7812,18230.9141,1.5625,11042.1201,3.1250,2555.4133
223270,331.0537,0.7812,3566.3447,1.5625,2210.8994,3.9062,1767.1301,548.0503,1.5625,6633.3320,0.7812,4626.2036,2.3438,2588.4238,1900.8754,0.7812,28531.9473,1.5625,9065.1094,2.3438,2583.7043
224546,330.9868,0.7812,3512.4026,3.9062,1988.8379,4.6875,1658.3816,534.4292,1.5625,6900.1753,0.7812,3964.3345,3.9062,1441.3258,2130.5442,0.7812,33246.5469,1.5625,4548.5308,2.3438,3284.4265
225821,356.6922,0.7812,4508.1875,3.1250,1926.1027,8.5938,1229.0940,532.8918,0.7812,6283.2896,1.5625,4144.5439,3.1250,2067.4949,1985.7089,0.7812,30779.6523,1.5625,5893.7397,2.3438,2752.7363
227096,325.4362,0.7812,3925.8489,1.5625,1888.6052,2.3438,1401.9641,580.3923,1.5625,6384.7773,0.7812,5940.6562,3.1250,1884.1378,1840.6871,0.7812,28011.6914,2.3438,5325.7114,1.5625,4606.2554
228370,356.4436,0.7812,4052.2725,3.9062,1670.1362,1.5625,1494.8385,613.6544,0.7812,7347.1455,1.5625,4452.4790,2.3438,3662.2217,1929.2657,0.7812,30041.3184,2.3438,4300.6426,1.5625,4089.7410
229598,286.7636,0.7812,3077.3684,1.5625,1734.6903,3.9062,1473.3413,535.3118,0.7812,6532.3076,1.5625,4288.6904,2.3438,2849.1099,1867.7572,0.7812,29378.9062,1.5625,4053.4026,3.1250,2524.0139
230874,297.0192,0.7812,3303.3071,1.5625,1938.4910,3.1250,1874.3781,530.0270,0.7812,6110.4263,1.5625,4414.2588,2.3438,3069.5896,1731.9635,0.7812,26667.1367,1.5625,5424.0688,3.1250,3476.3801
232149,280.5896,0.7812,2813.4751,4.6875,1633.8466,1.5625,1556.8795,616.0378,1.5625,6550.9531,0.7812,5998.7998,2.3438,3370.5266,1781.5883,0.7812,26762.0039,1.5625,8919.2383,2.3438,2108.5723
233425,286.4912,0.7812,2637.6819,4.6875,2007.1849,1.5625,1552.5657,567.9324,0.7812,5730.2437,1.5625,5633.1401,2.3438,3300.7688,1682.6406,0.7812,26114.0020,1.5625,4668.9067,2.3438,2486.2368
234700,135.1356,6.2500,1052.3237,4.6875,904.4989,5.4688,831.2726,87.4656,0.7812,534.7964,1.5625,488.2003,2.3438,425.5475,425.5635,0.7812,3839.3411,1.5625,2977.2756,2.3438,2373.3628
235976,13.8051,0.7812,87.2452,15.6250,61.9064,10.9375,60.5801,8.3273,7.8125,33.1588,0.7812,26.6731,5.4688,25.9307,12.5027,138.2812,46.8728,128.1250,39.0121,130.4688,38.0800
237201,6.9537,15.6250,26.1552,21.0938,25.2914,17.1875,24.8939,7.3071,7.0312,22.5574,4.6875,21.7128,0.7812,21.5318,11.8408,128.9062,46.8107,26.5625,32.8382,16.4062,32.4474
238476,6.0635,17.1875,26.7077,10.9375,26.4169,16.4062,22.6468,7.3091,7.8125,34.5800,10.1562,19.5374,157.8125,18.5166,10.1072,146.0938,24.9122,115.6250,24.7228,15.6250,24.4970
239752,6.9521,17.9688,28.5344,14.8438,24.8438,30.4688,24.5499,7.8180,8.5938,28.8160,147.6562,21.2366,10.9375,20.1773,11.4024,28.1250,36.1812,123.4375,31.7503,92.1875,31.0881
241027,6.1394,30.4688,18.9549,10.9375,18.9221,27.3438,17.4155,6.8722,8.5938,33.3158,7.0312,29.4971,178.1250,16.8696,10.3243,130.4688,37.5001,8.5938,31.7787,138.2812,27.6328
242302,6.5287,14.0625,33.5258,18.7500,27.0093,11.7188,25.0741,8.1121,7.8125,31.5001,14.0625,21.5770,189.8438,20.1399,10.7835,130.4688,39.6886,138.2812,34.8325,79.6875,29.9543
243577,6.9929,10.1562,25.8009,29.6875,25.7772,28.9062,22.2572,7.8494,7.0312,25.7409,121.0938,20.9657,130.4688,20.8772,10.4144,131.2500,31.4157,39.8438,27.3398,138.2812,27.2487
244805,5.8439,14.0625,24.4732,17.1875,22.5137,17.9688,21.8847,7.5411,7.8125,43.3747,92.1875,22.4238,10.1562,20.3000,10.3701,7.8125,32.1228,130.4688,30.0429,139.0625,30.0421
246080,5.5301,23.4375,26.1311,17.9688,19.7275,28.1250,17.3480,7.1763,7.8125,41.5879,0.0000,27.1450,192.1875,20.8206,9.6099,197.6562,28.7451,128.9062,27.5449,130.4688,25.4562
247356,122.3246,0.7812,1199.4966,1.5625,968.0307,2.3438,680.7513,225.0137,0.7812,2026.6381,1.5625,1834.8447,2.3438,1387.3796,687.9525,0.7812,7281.9673,1.5625,5862.9238,2.3438,3957.0588
248631,243.4964,0.7812,2653.6758,4.6875,1567.9558,6.2500,1049.9264,503.7936,0.7812,5393.1606,3.1250,3115.2053,2.3438,2935.9324,1958.0504,0.7812,29707.9551,2.3438,4666.9155,3.9062,4650.8823
249907,249.6333,0.7812,3191.2131,3.9062,1243.6278,3.1250,1203.0402,609.7747,0.7812,7934.5972,1.5625,4105.7109,2.3438,3430.9937,2079.6025,0.7812,31943.2480,1.5625,6770.4927,3.1250,4999.9756
251181,324.4539,0.7812,2945.1558,1.5625,2269.4333,6.2500,1851.2233,591.4160,0.7812,6850.0283,1.5625,5064.2715,2.3438,2938.4900,1847.8573,0.7812,26504.8926,1.5625,11305.6943,5.4688,3065.7903
252407,262.6463,0.7812,2475.0813,1.5625,1784.3105,3.9062,1161.5299,574.1425,0.7812,6669.0845,1.5625,5508.9219,2.3438,2296.4158,1679.4001,0.7812,25566.1074,1.5625,7084.2261,2.3438,3082.2651
253682,268.2067,0.7812,2736.8066,3.1250,1578.9127,1.5625,1578.8663,481.2633,0.7812,5595.6318,1.5625,4778.7329,2.3438,1288.9652,1861.7316,0.7812,29024.7246,1.5625,3685.4045,3.9062,2562.7346
254958,241.1488,0.7812,2886.9819,3.1250,1540.8534,1.5625,1004.0066,556.5032,0.7812,6646.1289,1.5625,5058.9609,3.1250,2484.2156,1731.3523,0.7812,26916.1641,2.3438,4729.2910,1.5625,2614.6494
256232,246.5292,0.7812,2778.6343,2.3438,1187.4147,10.9375,979.3820,502.2425,0.7812,5960.2832,1.5625,4054.6213,3.1250,2518.5496,1646.6525,0.7812,25036.1152,1.5625,4810.9629,2.3438,4262.1016
257507,276.4297,0.7812,3369.7788,3.9062,1259.4960,7.0312,1222.9031,649.3564,0.7812,7677.2158,1.5625,4867.8359,2.3438,4229.8086,1816.1733,0.7812,28391.2617,1.5625,4489.6201,3.9062,2393.2483
258783,222.5187,0.7812,1859.0815,1.5625,1477.8812,3.1250,1311.0659,358.2221,0.7812,3514.5334,1.5625,3430.7407,2.3438,1570.8964,1104.9266,0.7812,13099.4482,1.5625,9783.4561,3.1250,2801.2593
260011,29.5010,7.0312,207.3423,0.7812,150.9500,11.7188,148.2506,14.9987,0.7812,134.2467,1.5625,76.2491,3.1250,59.1425,14.0930,20.3125,50.4530,6.2500,47.9627,25.0000,47.5980
261287,12.1817,16.4062,89.9723,8.5938,49.9724,15.6250,48.9148,7.9845,0.7812,34.7992,7.0312,34.3684,8.5938,29.3305,11.2370,24.2188,43.1288,28.9062,38.4191,115.6250,33.5750
262561,10.3340,9.3750,74.4850,11.7188,61.6515,16.4062,44.5671,7.8330,8.5938,27.5721,10.9375,21.4503,161.7188,21.4051,11.8477,25.0000,43.2410,28.1250,39.3274,123.4375,32.7606
263837,9.9246,14.8438,56.2012,16.4062,54.4034,11.7188,48.1004,8.2243,7.8125,36.0996,2.3438,29.4126,7.0312,28.8148,10.6638,26.5625,32.5471,138.2812,30.2899,146.0938,29.6690
265114,9.3053,8.5938,51.6196,7.8125,50.3521,10.9375,46.9516,7.8970,7.0312,49.9812,7.8125,33.9164,146.8750,23.5270,10.8528,198.4375,30.1887,28.1250,29.6601,139.0625,28.3581
266387,13.2372,9.3750,128.5663,7.8125,75.0600,8.5938,56.7348,8.0817,7.8125,25.0464,9.3750,22.8766,8.5938,22.4939,11.8391,21.8750,39.1196,30.4688,33.4725,28.9062,30.5615
267613,9.4270,10.1562,55.8475,9.3750,51.4872,11.7188,45.7840,7.1506,7.0312,36.5182,153.9062,25.3462,5.4688,23.7523,11.1040,8.5938,32.6680,153.9062,31.2093,32.0312,30.6295
268889,10.3181,10.9375,64.8464,11.7188,58.5032,13.2812,45.2355,7.4821,8.5938,25.9542,13.2812,21.9441,196.8750,21.7736,11.2684,25.7812,46.0095,28.1250,39.3647,92.1875,30.3457
270165,10.3545,10.1562,91.6264,9.3750,66.8854,8.5938,50.4572,7.0504,8.5938,30.6214,10.1562,25.9830,7.8125,20.6795,11.2415,130.4688,33.0293,15.6250,31.4681,25.7812,31.3820
271439,10.2361,9.3750,75.7626,11.7188,62.4546,10.1562,57.6310,7.5233,5.4688,20.6080,138.2812,20.3025,189.0625,19.8123,10.9820,32.0312,35.8268,30.4688,31.7978,25.7812,28.5017
272715,141.5089,0.7812,1004.4063,1.5625,821.7115,4.6875,730.2308,176.8011,0.7812,1798.7920,1.5625,1591.6302,2.3438,1135.4725,714.8176,0.7812,6645.4185,1.5625,6075.3799,2.3438,5006.2964
273990,269.9526,0.7812,2767.4065,5.4688,1820.6240,1.5625,1610.7186,488.5467,0.7812,5463.6816,1.5625,3511.8301,2.3438,3387.0955,1891.3934,0.7812,28960.8730,1.5625,4745.6167,3.1250,3794.6672
275216,224.2230,0.7812,2492.0591,3.9062,1413.5004,7.8125,1099.9166,587.7328,0.7812,8221.8301,2.3438,3148.1318,1.5625,2535.5176,1930.9183,0.7812,29872.0957,1.5625,6175.8931,3.1250,3542.2148
276491,191.0952,0.7812,2124.1350,1.5625,883.0929,6.2500,877.5541,479.2086,0.7812,5991.2749,1.5625,3713.1904,2.3438,2342.5173,1690.6868,0.7812,25006.3633,1.5625,8455.6406,2.3438,2925.1311
277767,338.0115,0.7812,3296.7476,1.5625,2294.9878,2.3438,1700.1619,515.2574,1.5625,5725.6675,0.7812,5246.6528,2.3438,1850.9960,1719.5839,0.7812,26214.3965,1.5625,6685.8018,3.1250,3775.1941
279042,311.3236,0.7812,3589.3113,3.1250,2062.4834,1.5625,2024.0995,535.9749,1.5625,6979.0103,0.7812,4342.9375,3.1250,1211.0774,1971.9521,0.7812,30620.5508,1.5625,5901.3892,3.1250,3155.9331
280317,283.4964,0.7812,3160.6318,2.3438,1281.6501,9.3750,1147.8425,590.8972,0.7812,6340.8135,1.5625,6213.9492,4.6875,1651.4825,1842.3491,0.7812,28785.3574,1.5625,4394.7070,6.2500,2272.0469
281591,266.9218,0.7812,2708.2507,4.6875,1577.2579,3.9062,1390.2107,515.7880,0.7812,5654.0825,1.5625,5312.4673,3.1250,1541.1741,1644.9561,0.7812,25123.5234,2.3438,5144.3164,1.5625,4598.3501
282819,323.0496,0.7812,3440.2231,3.1250,2543.9097,4.6875,1235.7539,680.3268,0.7812,8628.2578,1.5625,5012.0376,2.3438,2764.9836,1744.2053,0.7812,26687.2070,2.3438,4031.0620,1.5625,3507.9812
284094,217.0534,0.7812,2034.5065,6.2500,1274.3918,7.0312,1158.1246,443.1561,0.7812,5744.0029,1.5625,3387.0605,3.1250,1138.1475,1263.7072,0.7812,17337.6621,1.5625,8515.7373,3.9062,2666.5525
285370,62.3273,0.7812,240.3719,1.5625,216.9606,2.3438,216.4123,102.3199,0.7812,706.8956,1.5625,640.1790,2.3438,629.6537,106.1032,8.5938,309.6905,14.8438,296.2817,15.6250,284.1938
286644,4.4445,0.0000,15.4940,14.8438,12.3519,129.6875,11.7057,7.2089,3.1250,26.9699,3.9062,23.2947,15.6250,22.3227,11.0994,122.6562,45.6278,146.0938,35.3091,124.2188,32.8065
287921,4.2153,68.7500,11.2381,75.7812,10.9251,46.0938,10.6123,7.1994,122.6562,22.0639,110.9375,21.6101,53.9062,19.9017,10.8099,146.0938,41.5717,139.0625,38.8244,138.2812,34.2349
289148,4.1247,51.5625,10.2755,38.2812,10.1125,83.5938,10.0190,6.3223,141.4062,18.4173,184.3750,18.1627,52.3438,17.7019,9.7784,138.2812,45.4716,121.8750,33.8155,146.0938,33.7406
290423,4.1748,188.2812,12.7317,195.3125,12.0760,86.7188,10.8046,6.5290,187.5000,20.7516,166.4062,19.7648,14.8438,19.7360,10.7768,130.4688,51.7694,122.6562,35.5641,138.2812,35.5197
291699,12.6189,0.7812,46.0242,11.7188,32.5428,9.3750,30.7246,20.9493,3.9062,75.3773,9.3750,64.0655,7.0312,63.4646,21.8981,58.5938,61.6282,51.5625,55.8827,48.4375,54.6449
292974,174.3405,0.7812,1903.2744,1.5625,786.9067,3.1250,591.1980,142.9479,0.7812,1282.9377,1.5625,1221.6835,2.3438,468.8503,101.1813,5.4688,675.8201,6.2500,524.5961,0.7812,467.4853
294250,255.6047,1.5625,2177.0933,7.0312,1688.4817,7.8125,1143.4741,273.8770,0.7812,2297.1589,1.5625,2129.9241,2.3438,2060.1475,846.9833,1.5625,8808.1289,0.7812,7617.1353,2.3438,4829.5674
295524,211.1849,0.7812,2373.6287,4.6875,968.6507,1.5625,932.5737,617.3105,0.7812,8324.7139,1.5625,3731.3521,2.3438,3224.4048,1635.7072,0.7812,25700.7793,1.5625,4027.9910,2.3438,2011.8485
296750,224.0771,0.7812,2541.7439,1.5625,1132.7313,3.9062,1046.6810,637.5424,0.7812,7153.2944,1.5625,5866.0977,2.3438,3774.6177,1665.5334,0.7812,24528.2500,1.5625,9293.7666,3.9062,2001.5071
298026,312.8883,0.7812,2790.6787,5.4688,2087.9500,1.5625,1565.7451,613.4067,0.7812,6952.3979,1.5625,5749.0420,2.3438,3036.9685,1799.0510,0.7812,26600.3906,1.5625,9245.3828,3.1250,3294.2808
299301,259.0593,1.5625,2014.6489,4.6875,1611.2343,0.7812,1289.2468,534.3318,0.7812,6397.2764,1.5625,5160.2622,4.6875,1002.5510,1819.2426,0.7812,28441.4238,1.5625,4058.8784,3.9062,2654.8301
300576,210.5826,3.1250,1552.5144,1.5625,1171.6760,6.2500,1156.2648,705.0717,0.7812,9313.6455,1.5625,5281.4048,3.1250,2726.4165,1798.9413,0.7812,27628.5664,1.5625,5281.2271,4.6875,2640.4011
301852,214.9855,3.1250,1700.0081,3.9062,1348.0864,0.7812,1319.4951,625.3702,0.7812,8121.8276,1.5625,5009.8105,3.1250,2472.0024,1687.9175,0.7812,26138.7012,2.3438,4609.2544,3.9062,2977.9524
303128,245.1566,0.7812,2276.1743,1.5625,1281.2842,3.1250,1098.4735,613.3513,0.7812,8252.7891,2.3438,2954.4011,1.5625,2779.6396,1828.5514,0.7812,28637.3379,1.5625,3718.1643,2.3438,2965.6936
304354,180.5190,0.7812,1511.6068,1.5625,800.8840,8.5938,743.4650,412.9923,0.7812,4495.7705,1.5625,3522.6313,2.3438,2096.1724,1043.8608,0.7812,12280.4414,1.5625,9071.1973,3.1250,2624.0901
305630,76.0523,0.7812,738.1267,1.5625,409.0790,3.9062,259.1891,127.9615,0.7812,1634.4391,2.3438,450.4815,3.1250,350.3886,110.9584,45.3125,341.0457,15.6250,303.6046,53.1250,297.3951
306905,4.0520,24.2188,10.7492,78.9062,9.9103,59.3750,9.5090,6.8431,7.8125,18.5203,141.4062,18.4001,123.4375,17.8682,10.2359,160.1562,26.4529,152.3438,25.7362,100.0000,25.3638
308181,4.4818,63.2812,13.6830,181.2500,13.0642,173.4375,12.9094,7.1941,0.0000,20.3740,114.0625,16.1681,1.5625,15.9968,10.3160,138.2812,33.5605,135.9375,29.3835,196.0938,27.4554
309456,4.2261,110.9375,14.0257,61.7188,11.2373,198.4375,10.4215,7.2454,141.4062,21.2181,194.5312,20.8026,115.6250,19.6358,10.6167,16.4062,35.7693,122.6562,34.2525,131.2500,33.0269
310731,4.4099,80.4688,11.7436,38.2812,11.5140,106.2500,11.4002,7.4971,137.5000,28.6342,192.1875,21.2589,0.0000,21.1060,11.2788,15.6250,56.3357,146.0938,38.8464,130.4688,33.5479
311959,11.7350,0.7812,53.2402,40.6250,32.0606,8.5938,30.3065,15.1175,14.8438,39.3974,13.2812,39.3286,16.4062,34.6513,14.4106,121.0938,46.3590,124.2188,46.1109,146.0938,38.8415
313234,38.6191,66.4062,89.8486,55.4688,87.1872,61.7188,85.7058,15.1821,86.7188,43.9519,72.6562,40.6572,101.5625,37.9245,15.7530,124.2188,50.1877,115.6250,46.9576,122.6562,41.4381
314510,62.0545,0.7812,305.7296,2.3438,298.4256,1.5625,287.7758,39.9737,7.0312,159.0242,17.1875,141.6261,15.6250,134.5704,41.8350,15.6250,150.5477,14.8438,111.4140,6.2500,105.0317
315784,279.5385,1.5625,1668.1185,6.2500,1593.6581,0.7812,1422.9171,360.5699,1.5625,4000.6406,2.3438,2771.2642,0.7812,1778.8284,1114.2643,0.7812,14112.2842,1.5625,10068.4688,2.3438,2057.5159
317061,274.7239,6.2500,1968.7872,9.3750,1581.7428,4.6875,1467.9370,497.1489,1.5625,5278.5615,0.7812,5117.7134,2.3438,1599.5077,1566.0469,0.7812,22995.6973,1.5625,7722.0620,3.9062,2995.5754
318337,213.5313,6.2500,1551.7621,0.7812,1378.1891,1.5625,1214.6924,577.0494,0.7812,6982.3330,1.5625,5560.7163,2.3438,1264.4832,1590.4756,0.7812,24558.7227,1.5625,4280.0791,3.1250,2949.6929
319562,208.7916,0.7812,2010.4426,1.5625,1315.6697,3.9062,1076.6787,619.9012,1.5625,7272.6011,0.7812,5814.3872,2.3438,2255.0112,1829.4342,0.7812,28443.2637,1.5625,4818.0796,2.3438,4116.5278
320837,159.1750,6.2500,1203.9910,0.7812,911.7576,1.5625,864.4948,694.8752,0.7812,9485.2998,1.5625,5292.7476,3.1250,1595.9888,1698.9001,0.7812,25759.7969,2.3438,6172.0161,3.1250,3313.1682
322113,179.5962,1.5625,1288.2314,0.7812,1204.1376,2.3438,931.3000,715.8406,0.7812,10182.0811,1.5625,4324.2788,3.1250,2059.1611,1595.2549,0.7812,24026.7578,1.5625,5245.9678,2.3438,4354.5195
323388,252.8970,0.7812,3166.3816,1.5625,947.5488,3.1250,937.0765,735.8354,0.7812,9657.1865,1.5625,4806.0664,2.3438,3121.0503,1797.2598,0.7812,27892.6895,1.5625,5540.0059,4.6875,2193.8643
324663,260.2571,0.7812,2643.2783,6.2500,1212.6031,3.1250,1037.2213,738.0883,0.7812,10599.5029,1.5625,3851.2751,2.3438,2584.8857,1874.5378,0.7812,29222.4453,1.5625,5189.8862,3.1250,2095.6804
325938,177.9370,0.7812,1095.7848,5.4688,1060.3699,4.6875,1020.1402,530.4585,0.7812,7389.1733,1.5625,2629.8184,2.3438,2592.1184,1467.7753,0.7812,22827.1914,1.5625,4635.6797,3.9062,1501.1367
327165,178.0669,1.5625,1030.8936,3.1250,873.6979,2.3438,821.0835,189.1289,0.7812,2174.8125,3.1250,763.1774,6.2500,626.4444,518.4302,0.7812,4811.3242,1.5625,4038.1472,2.3438,3132.7991
328441,7.2453,15.6250,60.8695,3.9062,40.1865,16.4062,27.3140,12.6166,3.9062,100.6707,15.6250,84.6279,3.1250,54.4939,12.9004,15.6250,82.2633,16.4062,64.7854,14.8438,49.7490
329715,4.1925,133.5938,11.6569,125.7812,10.4719,103.9062,10.4093,6.7035,184.3750,19.6381,146.8750,19.1353,197.6562,18.8070,10.4559,107.8125,34.0567,115.6250,33.2125,192.1875,27.7102
330991,3.5460,191.4062,10.3405,53.9062,9.7752,119.5312,9.4079,6.8914,196.0938,21.8441,0.0000,18.4830,123.4375,18.1387,9.8753,138.2812,36.6396,153.9062,36.2931,122.6562,30.8912
332267,4.0664,84.3750,11.5546,102.3438,10.7405,189.8438,10.3103,6.1911,191.4062,21.6625,192.9688,20.0694,189.8438,18.8537,10.2850,130.4688,39.3799,138.2812,33.8702,121.8750,33.1372
333542,4.0082,198.4375,10.6589,194.5312,10.1813,7.8125,9.5279,6.5000,139.8438,23.0564,175.7812,20.2348,146.0938,19.4069,9.8636,146.0938,32.8283,130.4688,31.9423,121.8750,28.2465
334768,4.0233,28.9062,10.6360,123.4375,10.5125,92.9688,10.3663,6.3016,146.0938,20.3524,169.5312,17.8923,197.6562,16.6670,10.2605,0.0000,32.0250,7.8125,26.8131,122.6562,26.5505
336043,4.1577,83.5938,12.0607,46.0938,11.8428,181.2500,11.5933,6.6666,196.0938,24.3876,199.2188,23.4001,192.9688,20.3635,10.2383,123.4375,33.5672,131.2500,32.5325,114.8438,29.6180
337319,4.1745,122.6562,12.1860,85.1562,11.2216,78.1250,10.9086,6.3995,190.6250,16.9238,167.1875,16.9186,164.0625,16.3096,9.8048,0.0000,42.5170,153.9062,28.9035,115.6250,27.2051
338593,3.8623,126.5625,11.1804,146.8750,10.3601,128.9062,9.8910,6.2713,159.3750,23.0254,187.5000,18.5326,75.0000,17.3542,9.7614,122.6562,35.9737,28.9062,27.7921,160.1562,26.3167
339868,4.1437,189.0625,14.4236,84.3750,12.1060,31.2500,11.7330,6.8289,161.7188,19.2688,184.3750,18.3910,183.5938,17.7440,11.0731,138.2812,33.2257,54.6875,33.1727,132.0312,30.6311
341144,4.1097,197.6562,11.4664,164.0625,10.6319,23.4375,10.2086,6.5355,137.5000,22.0550,168.7500,20.8063,129.6875,19.7078,9.8927,130.4688,36.5435,138.2812,35.2937,139.0625,35.2677
342372,4.0369,0.7812,10.9158,23.4375,10.7869,96.0938,10.5336,6.7987,7.8125,23.1851,153.9062,21.8987,190.6250,20.6733,9.7667,139.0625,35.1272,153.9062,31.4595,131.2500,31.0405
343647,4.0930,125.7812,12.5034,178.1250,11.1798,129.6875,10.6616,6.6369,184.3750,23.9535,122.6562,23.4083,176.5625,22.1964,10.0613,131.2500,32.2120,125.0000,28.2653,153.9062,26.8703
344923,3.9591,79.6875,9.5594,71.8750,9.5503,93.7500,9.2347,6.7038,21.0938,18.2598,187.5000,17.3194,130.4688,16.5672,10.7740,131.2500,44.1989,124.2188,40.0562,128.9062,32.9258
346198,4.0825,131.2500,12.7009,182.8125,11.1248,62.5000,11.0934,6.4417,123.4375,24.0166,122.6562,18.9614,194.5312,17.9033,9.9886,138.2812,41.9821,0.0000,33.7940,139.0625,33.3421
347474,3.9874,135.1562,11.3452,84.3750,10.3310,44.5312,9.7530,6.3424,161.7188,21.2708,199.2188,20.7748,113.2812,17.5206,9.6535,161.7188,30.3082,142.1875,29.3093,107.8125,26.5710
348700,4.0928,115.6250,12.5139,184.3750,9.4987,154.6875,9.3580,6.9666,3.1250,20.0498,153.9062,19.1937,196.8750,17.7486,10.3131,153.9062,36.0024,146.8750,28.7397,2.3438,28.3224
349976,3.9410,103.1250,11.8021,95.3125,10.6778,122.6562,10.3562,6.1419,115.6250,20.3894,199.2188,20.3344,191.4062,17.5027,9.1529,130.4688,33.1449,138.2812,23.4406,77.3438,22.5557
351251,3.9097,157.8125,11.6836,123.4375,10.8496,51.5625,9.8999,6.5129,196.8750,20.2159,122.6562,20.1046,189.0625,18.7076,9.1639,123.4375,46.5605,196.8750,28.8401,131.2500,27.8871
352527,4.0143,192.9688,13.7466,118.7500,11.5979,131.2500,10.2703,6.2852,193.7500,24.6478,123.4375,16.8050,169.5312,16.3005,10.5301,0.0000,38.6130,115.6250,34.2114,126.5625,29.8604
353801,3.6699,116.4062,13.2399,53.9062,10.4326,194.5312,10.2496,6.2114,146.0938,21.0131,153.9062,17.2626,115.6250,17.0725,10.1902,0.0000,60.9390,146.0938,29.8776,145.3125,28.1536
355076,4.0903,118.7500,11.8643,122.6562,11.3690,53.9062,11.1345,6.3698,115.6250,29.4839,114.8438,22.7950,122.6562,20.9957,10.2123,136.7188,31.2620,122.6562,30.0191,189.0625,28.3246
