time,x_rms,x_freq_0,x_mag_0,x_freq_1,x_mag_1,x_freq_2,x_mag_2,y_rms,y_freq_0,y_mag_0,y_freq_1,y_mag_1,y_freq_2,y_mag_2,z_rms,z_freq_0,z_mag_0,z_freq_1,z_mag_1,z_freq_2,z_mag_2 
356302,3.8986,88.2812,10.9451,190.6250,10.1495,198.4375,9.9563,6.5389,153.9062,23.4538,155.4688,21.2186,197.6562,18.3258,8.8190,122.6562,32.5823,183.5938,25.7794,192.1875,24.2254
357578,3.6310,118.7500,11.4472,115.6250,11.2515,146.0938,11.1989,6.1635,187.5000,17.1737,168.7500,16.7496,197.6562,15.7060,9.4359,115.6250,37.2040,189.0625,27.7662,0.0000,27.5110
358853,3.8447,78.9062,11.7119,38.2812,10.2646,86.7188,9.0418,5.9913,107.0312,17.5866,196.8750,17.1167,160.1562,16.8338,9.5890,146.0938,28.2636,153.9062,27.7948,138.2812,26.3066
360129,3.8734,121.8750,10.7132,115.6250,9.9380,136.7188,9.7765,6.4064,149.2188,18.2678,146.0938,18.1025,115.6250,17.8476,9.8546,123.4375,34.2358,0.0000,31.9030,92.1875,28.4877
361404,4.2030,180.4688,11.3716,116.4062,10.7644,76.5625,10.1560,6.4469,198.4375,23.7728,193.7500,22.2339,155.4688,19.6827,9.6287,131.2500,35.7692,126.5625,29.3170,138.2812,27.3050
362679,3.8739,130.4688,11.0142,60.1562,10.0213,68.7500,9.9459,6.5666,142.1875,20.8120,153.9062,19.2818,121.8750,18.9030,10.0045,153.9062,34.4703,196.8750,34.3437,195.3125,26.3483
363904,4.0260,117.9688,10.9103,25.7812,10.6438,81.2500,9.9522,6.5088,124.2188,22.7287,132.0312,17.8684,109.3750,17.1536,11.2647,138.2812,34.9766,123.4375,34.9602,131.2500,33.5310
365179,3.7146,114.8438,13.4089,107.8125,11.9187,59.3750,11.8527,6.2310,199.2188,20.8533,173.4375,20.7609,160.9375,17.9866,8.9673,146.0938,27.8502,199.2188,23.4990,121.8750,23.3583
366454,3.7602,189.0625,9.7093,17.9688,9.6104,181.2500,8.8545,6.3517,103.9062,19.3456,110.1562,17.5113,190.6250,17.2603,8.8849,146.0938,34.1619,46.0938,25.2466,169.5312,24.6866
367730,6.0639,15.6250,50.5869,16.4062,40.0262,12.5000,18.7208,10.3593,16.4062,85.3422,15.6250,79.2331,14.8438,25.6098,16.7069,15.6250,139.7812,16.4062,101.1899,17.1875,75.2669
369004,3.9922,193.7500,12.1775,92.1875,10.5162,107.8125,10.0892,6.3358,187.5000,20.8847,197.6562,19.7680,193.7500,18.4198,10.5392,123.4375,32.2956,122.6562,29.3185,138.2812,29.2280
370280,4.1350,92.1875,12.1928,197.6562,11.9548,125.0000,11.4965,6.3752,150.7812,21.5569,199.2188,18.9516,100.0000,18.7271,10.1437,130.4688,35.8663,197.6562,31.5509,92.1875,30.4864
371507,4.0571,124.2188,10.4907,197.6562,10.4643,71.0938,9.4330,6.2405,128.9062,21.1373,153.9062,19.5475,161.7188,17.7111,9.9953,146.0938,35.7920,138.2812,29.2054,124.2188,25.2254
372783,4.0044,155.4688,9.8808,196.0938,9.7511,64.8438,9.4641,6.2911,189.8438,19.5011,142.1875,16.8970,134.3750,16.1941,9.9771,197.6562,28.0036,88.2812,26.6538,0.0000,25.5590
374058,4.1902,73.4375,10.1535,193.7500,10.0810,14.0625,9.7347,6.5701,153.9062,17.6672,171.0938,16.4494,75.7812,15.9457,10.6496,92.1875,34.9477,0.0000,34.4650,146.0938,33.2708
375333,3.9408,108.5938,10.9320,46.0938,10.1501,139.0625,10.0882,6.0651,196.0938,18.3074,161.7188,17.9704,114.0625,17.2764,10.1604,139.0625,31.3995,146.0938,30.3931,198.4375,30.1519
376610,3.9106,125.0000,11.6364,53.9062,10.7643,98.4375,9.9933,6.6260,161.7188,23.2561,138.2812,19.7256,153.9062,19.2051,10.1047,146.0938,37.3961,138.2812,33.7524,192.1875,33.6009
377884,4.3256,123.4375,13.8507,192.1875,13.2170,40.6250,11.9656,6.2702,184.3750,24.4171,176.5625,20.4578,132.0312,20.1047,10.7148,123.4375,36.9517,188.2812,33.2119,138.2812,32.5466
379109,4.1062,61.7188,12.1532,130.4688,11.6803,13.2812,10.9402,6.5545,138.2812,19.3801,137.5000,17.1000,73.4375,16.8123,9.9358,0.0000,28.9750,130.4688,24.1268,125.0000,23.9186
380385,4.0213,100.7812,10.6352,107.8125,9.6316,69.5312,9.5166,6.1809,189.0625,19.4875,123.4375,17.7800,196.8750,16.9885,9.9040,138.2812,32.2755,40.6250,31.9825,146.0938,31.1250
381660,27.7138,9.3750,108.5523,10.1562,100.3617,8.5938,99.0674,58.2311,0.7812,344.9823,1.5625,341.5268,2.3438,307.4490,89.2999,0.7812,319.1616,8.5938,304.4437,9.3750,304.3769
382935,535.1266,0.7812,6227.8008,1.5625,4246.0493,2.3438,1890.4570,345.0657,0.7812,4734.2441,3.1250,1137.3712,1.5625,837.9460,715.2103,0.7812,7421.8096,1.5625,7194.1899,2.3438,2280.8303
384210,888.8383,0.7812,12596.2568,1.5625,5443.2817,4.6875,1732.9015,495.1128,0.7812,7513.7280,2.3438,1615.5280,1.5625,1386.5568,1099.0985,0.7812,17293.9883,3.1250,1880.3043,2.3438,1594.2285
385485,876.2112,0.7812,13232.1543,1.5625,2798.2383,2.3438,2426.9150,508.3128,0.7812,7095.3184,1.5625,3375.5247,2.3438,1471.1714,1141.9891,0.7812,16911.8242,2.3438,5512.2197,3.1250,1891.6328
386711,871.1938,0.7812,13617.8164,1.5625,2130.8679,7.8125,911.7040,469.3465,0.7812,6656.8828,1.5625,2231.9607,2.3438,1965.2820,1052.6603,0.7812,15674.7051,3.1250,3461.3853,1.5625,3061.9958
387987,819.4500,0.7812,12820.8975,2.3438,1576.1381,8.5938,1291.9028,328.2905,0.7812,4736.5293,1.5625,1718.6444,3.1250,742.1794,968.1673,0.7812,14795.6045,1.5625,2885.2021,2.3438,2537.1841
389262,802.6198,0.7812,12380.0430,1.5625,1323.3861,3.1250,1280.2428,397.3527,0.7812,6038.1060,1.5625,1530.2145,2.3438,673.6190,1010.9069,0.7812,15732.4502,1.5625,2467.8147,2.3438,1314.4061
390539,810.1627,0.7812,12427.6572,1.5625,2668.0696,5.4688,1175.9249,449.4485,0.7812,6757.2349,1.5625,1910.8527,2.3438,1087.2635,947.7929,0.7812,13946.8594,1.5625,5015.7036,2.3438,1896.5623
391813,752.4492,0.7812,11229.3857,1.5625,2508.0022,3.9062,1622.5978,519.5751,0.7812,7106.9282,1.5625,3774.3643,3.9062,1108.9027,1180.2306,0.7812,17816.6504,1.5625,3863.0886,2.3438,3465.4136
393088,688.1417,0.7812,10309.9854,2.3438,2028.3114,3.1250,1331.6603,505.1336,0.7812,7550.4839,1.5625,1950.2303,2.3438,1226.1871,966.7421,0.7812,14769.6045,2.3438,2359.2026,1.5625,2310.4431
394316,518.1387,0.7812,7637.9834,3.1250,1367.4937,1.5625,1074.9022,437.1649,0.7812,5590.5200,1.5625,3451.2166,2.3438,1287.6562,797.0009,0.7812,11744.6045,1.5625,3999.7852,2.3438,1777.3756
395591,64.9061,0.7812,694.2944,1.5625,354.6874,5.4688,233.6350,31.4965,0.7812,262.5867,1.5625,193.9151,2.3438,137.5391,44.8596,6.2500,227.6563,7.0312,222.6279,9.3750,219.7715
396866,8.3094,2.3438,40.0494,0.7812,36.0316,26.5625,34.5542,8.5689,115.6250,23.3783,22.6562,21.8150,171.0938,21.4097,11.0200,123.4375,32.5838,149.2188,30.2859,39.0625,27.6893
398140,5.8652,38.2812,20.5109,0.7812,16.1028,18.7500,15.1108,7.5781,143.7500,24.1318,138.2812,21.4133,8.5938,20.8530,11.1682,138.2812,42.6725,153.9062,37.7354,32.0312,36.0664
399417,5.0192,28.9062,16.0393,115.6250,12.5346,132.8125,11.8705,6.9445,160.9375,22.7289,138.2812,21.6553,146.0938,19.7275,10.3420,114.0625,33.0907,123.4375,32.4792,139.8438,29.8986
400692,5.0852,95.3125,13.4326,83.5938,12.5563,15.6250,12.0366,8.0750,196.0938,24.9097,117.1875,24.1818,128.9062,23.4978,10.5878,123.4375,39.0043,117.9688,27.7833,184.3750,25.0593
401917,5.0482,145.3125,13.9658,81.2500,13.0738,75.0000,11.6436,7.4417,0.0000,24.0950,161.7188,23.4021,7.8125,23.3218,11.3397,130.4688,32.6503,146.0938,32.2022,113.2812,31.0690
403193,4.5409,137.5000,12.5323,123.4375,11.5895,17.1875,11.4877,6.8456,153.9062,24.6733,168.7500,24.4601,169.5312,23.7031,9.8521,196.0938,37.5574,144.5312,31.3066,184.3750,30.8862
404469,5.0293,38.2812,15.8490,123.4375,12.3974,10.9375,11.5704,7.5768,192.1875,27.8749,177.3438,25.4724,185.9375,22.0540,9.7762,161.7188,32.2556,115.6250,31.1686,123.4375,30.6953
405746,4.6884,67.9688,12.6968,34.3750,11.7479,99.2188,11.6951,6.9661,161.7188,24.2112,184.3750,20.4734,160.9375,20.1479,10.4254,161.7188,38.1216,146.0938,36.7630,199.2188,30.4126
407020,4.9046,83.5938,11.5999,92.1875,10.9699,114.0625,10.9677,8.0455,146.8750,23.0868,160.9375,21.0141,196.8750,20.7208,10.7246,146.0938,50.5639,130.4688,35.5964,153.9062,29.3310
408295,690.2255,0.7812,8237.0010,1.5625,6149.7881,3.9062,1999.3776,263.0922,0.7812,3311.0613,3.1250,1594.9742,1.5625,1387.2889,689.7349,0.7812,8430.9482,1.5625,5380.1934,2.3438,2484.3152
409522,920.7807,0.7812,14169.5098,1.5625,2828.7029,6.2500,1243.9104,577.3403,0.7812,9012.5625,1.5625,1218.8202,3.1250,747.3459,1005.6016,0.7812,15734.6611,2.3438,1961.4072,3.1250,1601.4471
410798,874.7191,0.7812,13244.8428,1.5625,2953.0745,3.1250,1407.2859,549.7339,0.7812,8607.7021,3.1250,924.3372,1.5625,839.8718,1073.4523,0.7812,16713.2207,3.1250,1746.9617,3.9062,1741.8445
412074,991.8561,0.7812,14413.9219,1.5625,5074.7783,2.3438,3342.7737,688.2936,0.7812,10478.3848,1.5625,1893.8240,3.1250,1803.3071,1191.9359,0.7812,17083.3730,3.1250,4838.2319,1.5625,4725.3560
413349,880.6177,0.7812,13305.8926,1.5625,2871.2166,2.3438,2129.8450,539.7880,0.7812,8261.0645,1.5625,1599.5872,2.3438,786.2196,1062.1404,0.7812,16433.8750,1.5625,3169.8374,3.9062,1491.7830
414625,833.0558,0.7812,12398.5703,1.5625,3440.7217,2.3438,1710.3124,575.0786,0.7812,8853.3809,1.5625,1769.6151,2.3438,1041.0875,1096.1486,0.7812,17060.0566,2.3438,2556.1133,1.5625,1871.1333
415900,760.1886,0.7812,11754.7295,3.9062,1241.2271,5.4688,1101.1234,479.4578,0.7812,6991.5444,1.5625,2394.5752,2.3438,1215.3312,1052.7559,0.7812,16529.7109,2.3438,1638.0416,1.5625,1430.8074
417126,664.0206,0.7812,10339.6270,1.5625,953.3197,3.1250,953.0818,545.1661,0.7812,8417.2979,1.5625,1493.4333,3.1250,1007.1924,996.0291,0.7812,15422.9805,1.5625,2724.1414,2.3438,1766.0250
418402,590.3771,0.7812,8879.3662,1.5625,2072.8110,2.3438,1494.9561,478.9495,0.7812,7473.0166,3.1250,1073.0629,1.5625,535.7152,880.0168,0.7812,13801.1973,1.5625,1582.7518,3.1250,988.4220
419678,709.5773,0.7812,10777.6846,1.5625,2337.1870,2.3438,1611.3040,568.8842,0.7812,8926.8721,1.5625,1297.5753,3.1250,502.6011,976.1769,0.7812,15148.5928,1.5625,2800.7124,3.9062,1284.3536
420953,192.9748,0.7812,1717.2185,1.5625,1545.1149,2.3438,1358.0272,72.3169,0.7812,832.9425,1.5625,261.4925,6.2500,196.7912,258.9975,0.7812,3059.8540,1.5625,2114.1528,2.3438,1164.4282
422228,15.6666,0.7812,104.4985,7.8125,102.4396,2.3438,78.7939,11.1530,6.2500,51.7256,11.7188,35.2882,7.0312,32.2611,15.2597,7.8125,76.2925,7.0312,52.3846,5.4688,48.6383
423456,9.7676,0.7812,64.2804,6.2500,45.7460,3.1250,36.7489,10.5650,119.5312,27.3972,59.3750,26.2745,57.0312,25.2259,12.2357,123.4375,39.8947,6.2500,38.6282,7.0312,34.3274
424731,8.7882,0.7812,58.6325,6.2500,46.3433,8.5938,43.6701,8.0144,6.2500,33.6381,7.0312,25.2739,0.7812,24.8595,10.8919,153.9062,31.5553,13.2812,30.5818,15.6250,29.0864
426007,9.2859,0.7812,76.7242,9.3750,35.9052,7.0312,31.9824,8.4375,7.0312,43.3479,4.6875,29.5294,168.7500,22.2943,11.2765,123.4375,42.3671,20.3125,37.9517,16.4062,29.2278
427281,7.3903,0.7812,34.5370,7.8125,34.3334,11.7188,23.4369,7.8719,11.7188,21.8825,189.0625,20.6725,6.2500,20.6540,10.7383,121.8750,34.6786,16.4062,30.0567,130.4688,29.9837
428558,5.5600,17.1875,23.6428,7.8125,19.0573,26.5625,18.3760,7.2811,7.0312,26.0260,153.1250,16.6704,16.4062,16.5239,10.5566,24.2188,26.9506,6.2500,25.7672,113.2812,25.7562
429834,7.6891,10.9375,56.2993,0.7812,37.5529,9.3750,29.0592,6.9639,153.9062,22.1977,7.8125,22.1781,114.0625,18.8527,11.2299,10.9375,45.7457,9.3750,39.6217,124.2188,31.6152
431060,9.2786,0.7812,84.2462,1.5625,41.0835,10.1562,40.4013,8.2243,7.0312,26.6546,9.3750,21.7964,8.5938,21.5454,11.2668,130.4688,30.9953,3.1250,30.3056,198.4375,27.9593
432336,313.1433,0.7812,2427.9146,1.5625,2315.5828,2.3438,2131.9001,72.5814,0.7812,646.2787,1.5625,592.6034,2.3438,489.2588,117.8450,0.7812,657.7256,1.5625,584.3520,4.6875,582.4882
433611,893.7498,0.7812,12798.8535,1.5625,4074.7041,3.9062,2326.7969,452.1523,0.7812,6423.7500,1.5625,1931.1534,2.3438,1553.8435,915.1069,0.7812,13898.6270,1.5625,2722.1807,2.3438,2035.5295
434887,923.9293,0.7812,14122.1758,1.5625,2616.7476,2.3438,1930.4280,497.6259,0.7812,7643.2866,1.5625,1111.1963,2.3438,992.0833,1094.7473,0.7812,16966.9648,1.5625,2593.1980,2.3438,2119.1238
436162,879.2242,0.7812,13348.9980,1.5625,2970.9072,2.3438,1753.1461,428.7997,0.7812,5830.7754,1.5625,2867.5596,2.3438,1546.3528,1062.1417,0.7812,16031.3936,2.3438,3892.2065,1.5625,3328.6689
437437,673.0366,0.7812,10398.6045,9.3750,1126.9027,1.5625,997.3899,465.8436,0.7812,6922.1128,1.5625,1542.1785,3.1250,1384.7302,992.8876,0.7812,15282.2393,3.1250,2306.5569,2.3438,2244.7556
438664,807.3992,0.7812,12200.1123,1.5625,3235.7852,5.4688,1106.1663,560.1533,0.7812,8800.3799,3.1250,1147.0498,2.3438,558.0905,1066.2223,0.7812,16251.5801,1.5625,4264.7051,2.3438,1436.1876
439940,841.9549,0.7812,13219.2686,1.5625,1167.9193,10.1562,1011.6515,499.9481,0.7812,7729.3687,1.5625,1408.2732,3.1250,949.2648,1042.6130,0.7812,16327.8389,1.5625,2366.6318,2.3438,1380.9147
441216,803.2599,0.7812,12599.0127,1.5625,1822.1097,2.3438,879.5582,501.6915,0.7812,7876.4697,1.5625,741.0613,2.3438,680.2026,1016.2474,0.7812,15898.3633,1.5625,3080.9910,2.3438,702.2829
442491,749.9990,0.7812,11494.1641,1.5625,2561.6008,4.6875,874.8320,499.1159,0.7812,7704.0728,3.1250,1158.7777,3.9062,769.9844,1022.9628,0.7812,15711.6953,1.5625,3686.4583,4.6875,1593.7595
443768,719.8179,0.7812,11176.4756,1.5625,2100.5266,2.3438,964.7870,492.3640,0.7812,7688.6416,3.1250,808.2126,1.5625,550.8613,934.8660,0.7812,14491.3379,1.5625,3022.9390,3.1250,888.4153
445042,689.2946,0.7812,10560.5908,1.5625,2285.8687,10.1562,746.3210,361.6430,0.7812,5282.5122,1.5625,1503.2944,3.9062,824.6778,795.5221,0.7812,12166.5166,1.5625,2692.5452,2.3438,1419.6306
446268,121.5683,1.5625,854.5228,0.7812,778.3729,2.3438,695.7765,40.5410,0.7812,254.9172,4.6875,236.5869,5.4688,165.7508,71.2468,8.5938,361.6584,9.3750,323.1363,1.5625,311.1032
447543,16.0997,0.7812,131.2523,7.8125,101.4441,1.5625,86.5983,10.9290,0.7812,57.3736,15.6250,34.0659,2.3438,28.8261,14.4860,14.0625,65.5984,16.4062,53.0734,7.8125,52.6175
448819,11.1235,0.7812,104.2617,1.5625,49.7720,8.5938,42.6386,7.3457,7.8125,27.6352,9.3750,19.2741,4.6875,18.9813,11.4224,7.0312,39.4562,12.5000,36.0852,9.3750,31.8980
450093,9.4753,0.7812,49.3521,8.5938,41.6804,12.5000,39.4871,7.9242,7.0312,28.0658,10.9375,27.8250,8.5938,25.5494,11.7236,8.5938,45.3769,122.6562,38.9188,32.0312,35.3785
451368,7.5368,25.7812,33.2361,11.7188,26.2746,0.7812,25.7617,8.2545,5.4688,23.6980,138.2812,21.5223,107.8125,20.8957,11.3676,14.8438,46.9537,114.8438,30.2824,21.0938,29.6837
452644,8.4045,10.1562,55.4676,13.2812,35.8625,10.9375,35.6557,7.6562,6.2500,23.9134,182.8125,23.8637,4.6875,23.6162,11.0167,10.9375,35.6644,20.3125,30.5834,21.8750,28.9309
453872,7.2352,10.9375,29.5218,7.8125,28.3786,0.7812,27.9539,8.0980,123.4375,24.5553,7.0312,22.2669,117.1875,21.1650,10.9175,17.1875,33.6908,138.2812,32.4940,122.6562,31.5178
455148,6.6231,9.3750,33.0590,10.1562,23.7073,25.7812,20.8963,6.8897,131.2500,21.3477,7.8125,18.7293,123.4375,17.5858,10.8145,123.4375,43.2499,15.6250,34.5855,107.8125,30.7226
456423,7.9893,10.9375,58.0957,12.5000,39.8725,10.1562,27.4691,6.9462,6.2500,25.5860,10.1562,19.0593,95.3125,18.9046,11.4434,124.2188,33.7578,141.4062,32.5612,184.3750,31.6940
457700,703.0530,0.7812,7509.5410,1.5625,7394.7979,2.3438,3110.8364,303.0333,0.7812,2884.9487,1.5625,2467.7673,2.3438,2082.7603,869.1055,0.7812,9751.8711,1.5625,8710.4385,2.3438,3091.1069
458976,857.2861,0.7812,12867.1680,1.5625,3625.1235,8.5938,1504.5219,524.9214,0.7812,8213.5234,1.5625,1024.1654,3.1250,691.4997,1087.6263,0.7812,16913.2402,1.5625,3116.9395,4.6875,1340.1980
460251,866.3826,0.7812,13467.8584,1.5625,2279.1851,2.3438,1148.3274,573.2330,0.7812,9000.9766,3.1250,887.1966,2.3438,817.3300,1113.7571,0.7812,17208.2363,1.5625,3971.8479,5.4688,1010.3327
461477,828.4305,0.7812,12923.3525,1.5625,1509.9097,8.5938,1190.3535,469.3313,0.7812,7194.7710,1.5625,1283.1875,3.1250,1142.8319,1008.8293,0.7812,15587.9668,1.5625,3120.7307,2.3438,1444.0487
462753,805.8356,0.7812,12343.1680,1.5625,2653.2046,7.8125,1042.0134,472.7498,0.7812,7138.4180,3.1250,1399.9531,1.5625,1187.7701,1012.5513,0.7812,15367.6602,1.5625,4324.5933,3.9062,1125.6559
464028,654.3021,0.7812,9631.4277,1.5625,3418.4009,2.3438,1169.2327,375.0172,0.7812,5742.5796,1.5625,1267.3851,2.3438,552.0447,910.2350,0.7812,13386.1426,1.5625,5472.7163,2.3438,679.0916
465303,706.8685,0.7812,10551.9951,1.5625,3011.0271,2.3438,1878.7303,474.8503,0.7812,7301.5195,1.5625,1633.9989,2.3438,671.4091,936.2424,0.7812,13137.3115,1.5625,6547.0205,2.3438,2223.3362
466578,705.1034,0.7812,10772.7129,1.5625,2760.3274,2.3438,809.0821,498.1855,0.7812,7609.9424,1.5625,1508.3811,3.1250,1065.1517,993.6923,0.7812,14928.7051,1.5625,4853.3696,2.3438,1321.8723
467806,641.5632,0.7812,8746.9326,1.5625,4971.7480,2.3438,1088.7882,403.9971,0.7812,6159.5571,3.1250,1082.4331,2.3438,902.5569,879.1722,0.7812,12909.2217,1.5625,4235.5781,2.3438,2437.0063
469082,835.4270,0.7812,12818.9619,1.5625,2469.8708,9.3750,1137.1276,548.9639,0.7812,8516.7734,3.1250,1148.3470,2.3438,1078.5265,1022.8646,0.7812,15745.7842,1.5625,3639.8223,3.1250,1455.6478
470357,346.3005,0.7812,4831.0151,1.5625,1909.4932,3.9062,743.2780,274.3140,0.7812,3726.0505,1.5625,1442.4534,2.3438,895.1957,490.9847,0.7812,6221.9746,1.5625,3386.3542,2.3438,1680.7002
471633,37.3699,4.6875,222.7569,3.9062,212.5221,0.7812,211.8295,32.5619,0.7812,251.9654,1.5625,188.0989,6.2500,182.4490,28.7533,5.4688,154.3901,9.3750,144.1275,4.6875,134.1264
472909,16.4375,0.7812,142.4182,2.3438,79.9327,7.8125,77.9838,9.4109,3.1250,37.0539,8.5938,30.8446,10.9375,30.2356,12.5440,9.3750,59.6202,146.0938,36.2436,130.4688,35.5189
474183,10.5612,0.7812,74.4832,6.2500,62.9740,7.0312,36.0389,9.4366,0.7812,51.4851,7.8125,32.3051,153.9062,25.7865,12.4000,9.3750,39.3674,17.1875,35.7426,20.3125,33.5341
475409,8.8492,9.3750,65.0463,10.9375,35.9791,8.5938,35.3834,8.0130,7.8125,27.4043,4.6875,20.5785,8.5938,19.3443,12.3693,15.6250,47.5393,123.4375,42.2630,2.3438,38.9760
476685,9.5259,0.7812,61.7939,1.5625,38.0183,10.1562,31.6397,8.0431,107.8125,25.6009,7.8125,25.3962,2.3438,20.4278,10.8883,0.0000,37.6980,132.8125,35.1334,10.1562,30.1885
477960,7.3279,7.8125,34.5598,13.2812,29.2281,10.9375,27.8903,7.6243,140.6250,23.6026,10.1562,23.3385,128.9062,21.6945,11.1746,15.6250,40.0057,17.9688,30.6077,7.8125,29.3950
479236,9.1919,0.7812,54.5993,9.3750,45.7202,7.8125,34.8489,8.0842,7.0312,23.5443,82.0312,22.6533,153.9062,20.0830,11.2977,130.4688,40.4620,131.2500,37.5437,14.8438,36.1542
480511,7.6286,10.9375,41.0763,8.5938,36.5701,12.5000,31.5354,7.7132,8.5938,24.0571,139.0625,23.1605,115.6250,19.3217,10.9651,131.2500,46.5431,123.4375,38.0533,10.1562,37.8105
481787,8.1958,0.7812,44.6807,10.1562,38.3533,11.7188,36.9161,7.4714,8.5938,25.8925,123.4375,25.8625,10.9375,19.8417,10.3411,153.9062,35.3108,139.0625,31.2840,122.6562,29.1334
483014,703.0856,1.5625,7513.5054,0.7812,7271.3384,2.3438,3411.9285,411.5120,0.7812,5115.1240,1.5625,3556.7231,3.1250,1343.7263,947.5714,0.7812,11959.3877,1.5625,8736.5645,2.3438,1747.4187
484290,744.6992,0.7812,11292.5059,1.5625,2124.2029,3.9062,1565.1769,499.7008,0.7812,7693.9233,3.1250,1299.6851,1.5625,1276.5918,1132.1008,0.7812,17170.1719,1.5625,4849.8511,2.3438,1474.4081
485565,727.1399,0.7812,10766.2529,1.5625,3164.5305,2.3438,1568.6593,557.5635,0.7812,8604.3545,1.5625,1870.5579,3.1250,681.9998,1098.5262,0.7812,16404.3926,1.5625,5665.8608,2.3438,1172.1219
486841,678.8703,0.7812,10385.3770,1.5625,2396.5525,7.0312,893.1822,519.1144,0.7812,8119.1196,1.5625,1101.0349,2.3438,558.0956,1101.4784,0.7812,15953.0742,1.5625,6722.9805,2.3438,2539.8389
488118,700.2545,0.7812,10619.8926,1.5625,2535.8657,2.3438,1344.5898,546.0986,0.7812,8543.0586,1.5625,1211.5894,3.1250,722.7015,1089.7067,0.7812,16310.5107,1.5625,5570.5952,2.3438,1343.0913
489393,657.6884,0.7812,9987.1123,1.5625,2866.4739,6.2500,911.1170,490.7228,0.7812,7583.2017,1.5625,1468.0521,2.3438,815.0138,1094.2457,0.7812,16030.9648,1.5625,6647.7378,2.3438,1229.1902
490619,661.7121,0.7812,10062.1719,1.5625,2725.8206,3.1250,788.5668,475.2646,0.7812,7240.6299,1.5625,1720.1199,2.3438,986.2218,992.9597,0.7812,14574.7148,1.5625,5511.5474,2.3438,1978.0239
491894,762.0851,0.7812,11394.7051,1.5625,2952.2000,9.3750,1440.2542,479.6498,0.7812,7035.4956,1.5625,2346.6926,2.3438,1497.3452,1136.4879,0.7812,16810.4727,1.5625,6076.0903,2.3438,2229.5029
493170,776.3022,0.7812,11808.2666,1.5625,3082.2424,7.0312,1044.0315,498.8718,0.7812,7549.8838,3.1250,1179.1854,1.5625,1080.6698,1089.1981,0.7812,15941.1230,1.5625,6219.2402,2.3438,1904.9989
494445,716.2456,0.7812,10963.6318,1.5625,2543.7729,2.3438,1028.2255,477.6406,0.7812,7263.2227,1.5625,1549.3645,3.1250,1046.2368,1076.9843,0.7812,16706.6816,1.5625,3478.9893,2.3438,1412.2291
495721,323.0756,0.7812,4610.2119,1.5625,1345.0863,2.3438,1020.6812,296.9688,0.7812,3708.8757,1.5625,2158.8062,2.3438,1160.1410,557.0191,0.7812,7154.1729,1.5625,3760.2424,2.3438,2261.9905
496997,25.0968,0.7812,118.5494,2.3438,105.5087,20.3125,98.9395,14.5317,12.5000,54.5857,6.2500,48.8914,10.9375,38.3198,18.7608,7.0312,107.7953,16.4062,67.4001,4.6875,62.4978
498223,17.6234,0.7812,162.8595,7.8125,105.5132,1.5625,88.7381,10.3134,5.4688,49.5415,11.7188,32.6592,9.3750,27.7256,14.4074,7.8125,86.7745,7.0312,54.3695,6.2500,43.1352
499499,8.9240,8.5938,46.1609,10.1562,35.8702,7.8125,34.4937,8.7998,96.0938,21.9461,184.3750,21.3588,0.7812,21.2603,11.6743,9.3750,47.0729,17.1875,30.2610,14.8438,29.8614
500775,7.9018,9.3750,41.2015,8.5938,30.8235,11.7188,28.8077,7.4104,7.0312,19.6665,7.8125,18.6199,181.2500,17.9742,12.0314,9.3750,41.7862,7.8125,35.5418,146.0938,35.0936
502051,8.0761,8.5938,39.4079,9.3750,38.9455,10.1562,35.9828,7.6751,10.9375,23.8673,168.7500,20.7441,130.4688,20.3929,11.6330,9.3750,35.2101,131.2500,33.6110,8.5938,33.3692
503326,7.7027,8.5938,32.8501,25.7812,28.0186,6.2500,27.4622,8.1929,132.8125,22.6795,10.9375,21.3892,151.5625,19.4590,12.1066,125.0000,39.5213,9.3750,36.2099,8.5938,32.1430
504599,9.1617,0.7812,75.0254,8.5938,39.4130,10.9375,29.2800,7.8945,7.0312,29.7398,131.2500,22.8089,157.0312,21.6199,10.8980,10.9375,38.0043,123.4375,31.1924,15.6250,30.0494
505827,7.3478,10.9375,37.0558,9.3750,32.4213,7.8125,32.2240,8.0085,6.2500,29.3001,137.5000,24.8428,13.2812,24.0710,10.0242,7.8125,33.2009,123.4375,31.8204,153.1250,31.6036
507103,7.7185,0.7812,39.6876,11.7188,38.0870,9.3750,31.3071,7.3938,7.8125,21.2120,191.4062,20.9066,10.9375,18.8939,10.3891,123.4375,44.7569,131.2500,40.0421,8.5938,34.3435
508378,784.9510,0.7812,8736.3965,1.5625,8018.5913,2.3438,2987.2664,420.0798,0.7812,5647.9321,1.5625,2868.3281,3.1250,1116.0953,800.9910,0.7812,11213.8340,1.5625,5589.1558,4.6875,1208.1454
509652,813.1592,0.7812,12448.1582,1.5625,2873.2712,3.1250,1313.8394,646.6873,0.7812,10094.2959,1.5625,1374.1763,3.1250,1114.1362,1169.2715,0.7812,17550.3535,1.5625,6164.2983,3.1250,989.0235
510928,840.5833,0.7812,12476.5869,1.5625,3840.6428,5.4688,1659.4009,578.2565,0.7812,8987.4092,3.1250,1128.2926,3.9062,680.4735,1037.3339,0.7812,15632.9287,1.5625,4574.9038,2.3438,2105.1655
